Initial.Name,bill,vote,District,Party
S. Humphries,HB75,YEA,S1,Republican
A. Robinson,HB75,YEA,S21,Republican
S. West,HB75,YEA,S27,Republican
P. Clark,HB75,YEA,S37,Democratic
R. Jones II,HB75,YEA,S31,Democratic
W. Schroder,HB75,YEA,S24,Republican
W. Westerfield,HB75,YEA,S3,Republican
C. Embry Jr.,HB75,YEA,S6,Republican
A. Kerr,HB75,YEA,S12,Republican
D. Seum,HB75,YEA,S38,Republican
M. Wilson,HB75,YEA,S32,Republican
R. Girdler,HB75,YEA,S15,Republican
C. McDaniel,HB75,YEA,S23,Republican
R. Stivers II,HB75,YEA,S25,Republican
M. Wise,HB75,YEA,S16,Republican
D. Givens,HB75,YEA,S9,Republican
M. McGarvey,HB75,YEA,S19,Democratic
T. Buford,HB75,NAY,S22,Republican
J. Adams,HB75,NAY,S36,Republican
J. Schickel,HB75,NAY,S11,Republican
B. Smith,HB75,NAY,S30,Republican
R. Alvarado,HB81,YEA,S28,Republican
D. Harper Angel,HB81,YEA,S35,Democratic
G. Neal,HB81,YEA,S33,Democratic
D. Thayer,HB81,YEA,S17,Republican
J. Bowen,HB81,YEA,S8,Republican
E. Harris,HB81,YEA,S26,Republican
D. Parrett,HB81,YEA,S10,Democratic
R. Thomas,HB81,YEA,S13,Democratic
T. Buford,HB81,YEA,S22,Republican
J. Higdon,HB81,YEA,S14,Republican
J. Adams,HB81,YEA,S36,Republican
J. Turner,HB81,YEA,S29,Democratic
J. Carpenter,HB81,YEA,S34,Republican
P. Hornback,HB81,YEA,S20,Republican
D. Ridley,HB81,YEA,S4,Democratic
R. Webb,HB81,YEA,S18,Democratic
J. Carroll,HB81,YEA,S7,Democratic
S. Humphries,HB81,YEA,S1,Republican
A. Robinson,HB81,YEA,S21,Republican
S. West,HB81,YEA,S27,Republican
P. Clark,HB81,YEA,S37,Democratic
R. Jones II,HB81,YEA,S31,Democratic
D. Seum,HB81,YEA,S38,Republican
W. Westerfield,HB81,YEA,S3,Republican
C. Embry Jr.,HB81,YEA,S6,Republican
A. Kerr,HB81,YEA,S12,Republican
B. Smith,HB81,YEA,S30,Republican
M. Wilson,HB81,YEA,S32,Republican
R. Girdler,HB81,YEA,S15,Republican
M. McGarvey,HB81,YEA,S19,Democratic
R. Stivers II,HB81,YEA,S25,Republican
M. Wise,HB81,YEA,S16,Republican
D. Givens,HB81,YEA,S9,Republican
S. Meredith,HB81,YEA,S5,Republican
D. Carroll,HB81,NAY,S2,Republican
C. McDaniel,HB81,NAY,S23,Republican
J. Schickel,HB81,NAY,S11,Republican
W. Schroder,HB81,NAY,S24,Republican
R. Alvarado,HB84,YEA,S28,Republican
J. Higdon,HB84,YEA,S14,Republican
D. Parrett,HB84,YEA,S10,Democratic
D. Thayer,HB84,YEA,S17,Republican
T. Buford,HB84,YEA,S22,Republican
S. Humphries,HB84,YEA,S1,Republican
J. Adams,HB84,YEA,S36,Republican
R. Thomas,HB84,YEA,S13,Democratic
J. Carpenter,HB84,YEA,S34,Republican
R. Jones II,HB84,YEA,S31,Democratic
D. Ridley,HB84,YEA,S4,Democratic
J. Turner,HB84,YEA,S29,Democratic
D. Carroll,HB84,YEA,S2,Republican
A. Kerr,HB84,YEA,S12,Republican
A. Robinson,HB84,YEA,S21,Republican
R. Webb,HB84,YEA,S18,Democratic
P. Clark,HB84,YEA,S37,Democratic
C. McDaniel,HB84,YEA,S23,Republican
J. Schickel,HB84,YEA,S11,Republican
S. West,HB84,YEA,S27,Republican
C. Embry Jr.,HB84,YEA,S6,Republican
M. McGarvey,HB84,YEA,S19,Democratic
W. Schroder,HB84,YEA,S24,Republican
W. Westerfield,HB84,YEA,S3,Republican
R. Girdler,HB84,YEA,S15,Republican
S. Meredith,HB84,YEA,S5,Republican
D. Seum,HB84,YEA,S38,Republican
M. Wilson,HB84,YEA,S32,Republican
D. Givens,HB84,YEA,S9,Republican
G. Neal,HB84,YEA,S33,Democratic
B. Smith,HB84,YEA,S30,Republican
M. Wise,HB84,YEA,S16,Republican
E. Harris,HB84,YEA,S26,Republican
J. Bowen,HB84,NV,S8,Republican
R. Stivers II,HB84,NV,S25,Republican
P. Hornback,HB84,NV,S20,Republican
D. Harper Angel,HB84,NV,S35,Democratic
J. Carroll,HB84,NV,S7,Democratic
R. Alvarado,HB92,YEA,S28,Republican
J. Higdon,HB92,YEA,S14,Republican
D. Parrett,HB92,YEA,S10,Democratic
D. Thayer,HB92,YEA,S17,Republican
J. Bowen,HB92,YEA,S8,Republican
P. Hornback,HB92,YEA,S20,Republican
J. Adams,HB92,YEA,S36,Republican
R. Thomas,HB92,YEA,S13,Democratic
T. Buford,HB92,YEA,S22,Republican
S. Humphries,HB92,YEA,S1,Republican
D. Ridley,HB92,YEA,S4,Democratic
J. Turner,HB92,YEA,S29,Democratic
J. Carpenter,HB92,YEA,S34,Republican
R. Jones II,HB92,YEA,S31,Democratic
A. Robinson,HB92,YEA,S21,Republican
R. Webb,HB92,YEA,S18,Democratic
D. Carroll,HB92,YEA,S2,Republican
A. Kerr,HB92,YEA,S12,Republican
J. Schickel,HB92,YEA,S11,Republican
S. West,HB92,YEA,S27,Republican
C. Embry Jr.,HB92,YEA,S6,Republican
C. McDaniel,HB92,YEA,S23,Republican
W. Schroder,HB92,YEA,S24,Republican
W. Westerfield,HB92,YEA,S3,Republican
R. Girdler,HB92,YEA,S15,Republican
M. McGarvey,HB92,YEA,S19,Democratic
D. Seum,HB92,YEA,S38,Republican
M. Wilson,HB92,YEA,S32,Republican
D. Givens,HB92,YEA,S9,Republican
S. Meredith,HB92,YEA,S5,Republican
R. Stivers II,HB92,YEA,S25,Republican
M. Wise,HB92,YEA,S16,Republican
D. Harper Angel,HB92,YEA,S35,Democratic
G. Neal,HB92,YEA,S33,Democratic
P. Clark,HB92,NAY,S37,Democratic
B. Smith,HB92,NAY,S30,Republican
J. Carroll,HB92,NV,S7,Democratic
E. Harris,HB92,NV,S26,Republican
R. Alvarado,HB93,YEA,S28,Republican
E. Harris,HB93,YEA,S26,Republican
G. Neal,HB93,YEA,S33,Democratic
R. Stivers II,HB93,YEA,S25,Republican
J. Bowen,HB93,YEA,S8,Republican
J. Higdon,HB93,YEA,S14,Republican
D. Parrett,HB93,YEA,S10,Democratic
D. Thayer,HB93,YEA,S17,Republican
T. Buford,HB93,YEA,S22,Republican
P. Hornback,HB93,YEA,S20,Republican
J. Adams,HB93,YEA,S36,Republican
R. Thomas,HB93,YEA,S13,Democratic
J. Carpenter,HB93,YEA,S34,Republican
S. Humphries,HB93,YEA,S1,Republican
D. Ridley,HB93,YEA,S4,Democratic
J. Turner,HB93,YEA,S29,Democratic
D. Carroll,HB93,YEA,S2,Republican
R. Jones II,HB93,YEA,S31,Democratic
A. Robinson,HB93,YEA,S21,Republican
R. Webb,HB93,YEA,S18,Democratic
J. Carroll,HB93,YEA,S7,Democratic
A. Kerr,HB93,YEA,S12,Republican
J. Schickel,HB93,YEA,S11,Republican
S. West,HB93,YEA,S27,Republican
C. Embry Jr.,HB93,YEA,S6,Republican
C. McDaniel,HB93,YEA,S23,Republican
W. Schroder,HB93,YEA,S24,Republican
W. Westerfield,HB93,YEA,S3,Republican
R. Girdler,HB93,YEA,S15,Republican
M. McGarvey,HB93,YEA,S19,Democratic
D. Seum,HB93,YEA,S38,Republican
M. Wilson,HB93,YEA,S32,Republican
D. Givens,HB93,YEA,S9,Republican
S. Meredith,HB93,YEA,S5,Republican
B. Smith,HB93,YEA,S30,Republican
M. Wise,HB93,YEA,S16,Republican
D. Harper Angel,HB93,YEA,S35,Democratic
P. Clark,HB93,NV,S37,Democratic
R. Alvarado,HB96,YEA,S28,Republican
E. Harris,HB96,YEA,S26,Republican
G. Neal,HB96,YEA,S33,Democratic
R. Stivers II,HB96,YEA,S25,Republican
J. Bowen,HB96,YEA,S8,Republican
J. Higdon,HB96,YEA,S14,Republican
D. Parrett,HB96,YEA,S10,Democratic
D. Thayer,HB96,YEA,S17,Republican
T. Buford,HB96,YEA,S22,Republican
P. Hornback,HB96,YEA,S20,Republican
J. Adams,HB96,YEA,S36,Republican
R. Thomas,HB96,YEA,S13,Democratic
J. Carpenter,HB96,YEA,S34,Republican
S. Humphries,HB96,YEA,S1,Republican
D. Ridley,HB96,YEA,S4,Democratic
J. Turner,HB96,YEA,S29,Democratic
D. Carroll,HB96,YEA,S2,Republican
R. Jones II,HB96,YEA,S31,Democratic
A. Robinson,HB96,YEA,S21,Republican
R. Webb,HB96,YEA,S18,Democratic
J. Carroll,HB96,YEA,S7,Democratic
A. Kerr,HB96,YEA,S12,Republican
J. Schickel,HB96,YEA,S11,Republican
S. West,HB96,YEA,S27,Republican
C. Embry Jr.,HB96,YEA,S6,Republican
C. McDaniel,HB96,YEA,S23,Republican
W. Schroder,HB96,YEA,S24,Republican
W. Westerfield,HB96,YEA,S3,Republican
R. Girdler,HB96,YEA,S15,Republican
M. McGarvey,HB96,YEA,S19,Democratic
D. Seum,HB96,YEA,S38,Republican
M. Wilson,HB96,YEA,S32,Republican
D. Givens,HB96,YEA,S9,Republican
S. Meredith,HB96,YEA,S5,Republican
B. Smith,HB96,YEA,S30,Republican
M. Wise,HB96,YEA,S16,Republican
D. Harper Angel,HB96,YEA,S35,Democratic
P. Clark,HB96,NV,S37,Democratic
R. Alvarado,HB97,YEA,S28,Republican
D. Givens,HB97,YEA,S9,Republican
S. Meredith,HB97,YEA,S5,Republican
R. Stivers II,HB97,YEA,S25,Republican
J. Bowen,HB97,YEA,S8,Republican
D. Harper Angel,HB97,YEA,S35,Democratic
G. Neal,HB97,YEA,S33,Democratic
D. Thayer,HB97,YEA,S17,Republican
T. Buford,HB97,YEA,S22,Republican
E. Harris,HB97,YEA,S26,Republican
D. Parrett,HB97,YEA,S10,Democratic
R. Thomas,HB97,YEA,S13,Democratic
J. Carpenter,HB97,YEA,S34,Republican
P. Hornback,HB97,YEA,S20,Republican
J. Adams,HB97,YEA,S36,Republican
J. Turner,HB97,YEA,S29,Democratic
D. Carroll,HB97,YEA,S2,Republican
S. Humphries,HB97,YEA,S1,Republican
D. Ridley,HB97,YEA,S4,Democratic
R. Webb,HB97,YEA,S18,Democratic
J. Carroll,HB97,YEA,S7,Democratic
R. Jones II,HB97,YEA,S31,Democratic
A. Robinson,HB97,YEA,S21,Republican
S. West,HB97,YEA,S27,Republican
P. Clark,HB97,YEA,S37,Democratic
A. Kerr,HB97,YEA,S12,Republican
W. Schroder,HB97,YEA,S24,Republican
W. Westerfield,HB97,YEA,S3,Republican
C. Embry Jr.,HB97,YEA,S6,Republican
C. McDaniel,HB97,YEA,S23,Republican
D. Seum,HB97,YEA,S38,Republican
M. Wilson,HB97,YEA,S32,Republican
R. Girdler,HB97,YEA,S15,Republican
M. McGarvey,HB97,YEA,S19,Democratic
B. Smith,HB97,YEA,S30,Republican
M. Wise,HB97,YEA,S16,Republican
J. Higdon,HB97,NAY,S14,Republican
J. Schickel,HB97,NAY,S11,Republican
R. Alvarado,HB100,YEA,S28,Republican
J. Higdon,HB100,YEA,S14,Republican
J. Adams,HB100,YEA,S36,Republican
R. Stivers II,HB100,YEA,S25,Republican
J. Bowen,HB100,YEA,S8,Republican
P. Hornback,HB100,YEA,S20,Republican
A. Robinson,HB100,YEA,S21,Republican
D. Thayer,HB100,YEA,S17,Republican
T. Buford,HB100,YEA,S22,Republican
S. Humphries,HB100,YEA,S1,Republican
J. Schickel,HB100,YEA,S11,Republican
S. West,HB100,YEA,S27,Republican
J. Carpenter,HB100,YEA,S34,Republican
A. Kerr,HB100,YEA,S12,Republican
W. Schroder,HB100,YEA,S24,Republican
W. Westerfield,HB100,YEA,S3,Republican
D. Carroll,HB100,YEA,S2,Republican
C. McDaniel,HB100,YEA,S23,Republican
D. Seum,HB100,YEA,S38,Republican
M. Wilson,HB100,YEA,S32,Republican
D. Givens,HB100,YEA,S9,Republican
S. Meredith,HB100,YEA,S5,Republican
B. Smith,HB100,YEA,S30,Republican
M. Wise,HB100,YEA,S16,Republican
E. Harris,HB100,YEA,S26,Republican
J. Carroll,HB100,NAY,S7,Democratic
D. Harper Angel,HB100,NAY,S35,Democratic
G. Neal,HB100,NAY,S33,Democratic
R. Thomas,HB100,NAY,S13,Democratic
P. Clark,HB100,NAY,S37,Democratic
R. Jones II,HB100,NAY,S31,Democratic
D. Parrett,HB100,NAY,S10,Democratic
J. Turner,HB100,NAY,S29,Democratic
C. Embry Jr.,HB100,NAY,S6,Republican
M. McGarvey,HB100,NAY,S19,Democratic
D. Ridley,HB100,NAY,S4,Democratic
R. Webb,HB100,NAY,S18,Democratic
R. Girdler,HB100,NV,S15,Republican
R. Alvarado,HB101,YEA,S28,Republican
E. Harris,HB101,YEA,S26,Republican
G. Neal,HB101,YEA,S33,Democratic
D. Thayer,HB101,YEA,S17,Republican
J. Bowen,HB101,YEA,S8,Republican
J. Higdon,HB101,YEA,S14,Republican
D. Parrett,HB101,YEA,S10,Democratic
R. Thomas,HB101,YEA,S13,Democratic
T. Buford,HB101,YEA,S22,Republican
P. Hornback,HB101,YEA,S20,Republican
J. Adams,HB101,YEA,S36,Republican
J. Turner,HB101,YEA,S29,Democratic
J. Carpenter,HB101,YEA,S34,Republican
S. Humphries,HB101,YEA,S1,Republican
D. Ridley,HB101,YEA,S4,Democratic
R. Webb,HB101,YEA,S18,Democratic
D. Carroll,HB101,YEA,S2,Republican
R. Jones II,HB101,YEA,S31,Democratic
A. Robinson,HB101,YEA,S21,Republican
S. West,HB101,YEA,S27,Republican
C. Embry Jr.,HB101,YEA,S6,Republican
A. Kerr,HB101,YEA,S12,Republican
W. Schroder,HB101,YEA,S24,Republican
W. Westerfield,HB101,YEA,S3,Republican
R. Girdler,HB101,YEA,S15,Republican
C. McDaniel,HB101,YEA,S23,Republican
D. Seum,HB101,YEA,S38,Republican
M. Wilson,HB101,YEA,S32,Republican
D. Givens,HB101,YEA,S9,Republican
M. McGarvey,HB101,YEA,S19,Democratic
R. Stivers II,HB101,YEA,S25,Republican
M. Wise,HB101,YEA,S16,Republican
D. Harper Angel,HB101,YEA,S35,Democratic
S. Meredith,HB101,YEA,S5,Republican
J. Schickel,HB101,NAY,S11,Republican
J. Carroll,HB101,NV,S7,Democratic
B. Smith,HB101,NV,S30,Republican
P. Clark,HB101,NV,S37,Democratic
R. Alvarado,HB108,YEA,S28,Republican
E. Harris,HB108,YEA,S26,Republican
A. Robinson,HB108,YEA,S21,Republican
D. Thayer,HB108,YEA,S17,Republican
J. Bowen,HB108,YEA,S8,Republican
J. Higdon,HB108,YEA,S14,Republican
J. Schickel,HB108,YEA,S11,Republican
S. West,HB108,YEA,S27,Republican
D. Carroll,HB108,YEA,S2,Republican
P. Hornback,HB108,YEA,S20,Republican
W. Schroder,HB108,YEA,S24,Republican
W. Westerfield,HB108,YEA,S3,Republican
R. Girdler,HB108,YEA,S15,Republican
C. McDaniel,HB108,YEA,S23,Republican
D. Seum,HB108,YEA,S38,Republican
M. Wilson,HB108,YEA,S32,Republican
D. Givens,HB108,YEA,S9,Republican
S. Meredith,HB108,YEA,S5,Republican
R. Stivers II,HB108,YEA,S25,Republican
M. Wise,HB108,YEA,S16,Republican
T. Buford,HB108,NAY,S22,Republican
S. Humphries,HB108,NAY,S1,Republican
G. Neal,HB108,NAY,S33,Democratic
B. Smith,HB108,NAY,S30,Republican
J. Carpenter,HB108,NAY,S34,Republican
R. Jones II,HB108,NAY,S31,Democratic
D. Parrett,HB108,NAY,S10,Democratic
R. Thomas,HB108,NAY,S13,Democratic
J. Carroll,HB108,NAY,S7,Democratic
A. Kerr,HB108,NAY,S12,Republican
J. Adams,HB108,NAY,S36,Republican
J. Turner,HB108,NAY,S29,Democratic
C. Embry Jr.,HB108,NAY,S6,Republican
M. McGarvey,HB108,NAY,S19,Democratic
D. Ridley,HB108,NAY,S4,Democratic
R. Webb,HB108,NAY,S18,Democratic
D. Harper Angel,HB108,NAY,S35,Democratic
P. Clark,HB108,NV,S37,Democratic
R. Alvarado,HB114,YEA,S28,Republican
D. Harper Angel,HB114,YEA,S35,Democratic
S. Meredith,HB114,YEA,S5,Republican
R. Stivers II,HB114,YEA,S25,Republican
J. Bowen,HB114,YEA,S8,Republican
E. Harris,HB114,YEA,S26,Republican
G. Neal,HB114,YEA,S33,Democratic
D. Thayer,HB114,YEA,S17,Republican
T. Buford,HB114,YEA,S22,Republican
J. Higdon,HB114,YEA,S14,Republican
D. Parrett,HB114,YEA,S10,Democratic
R. Thomas,HB114,YEA,S13,Democratic
J. Carpenter,HB114,YEA,S34,Republican
P. Hornback,HB114,YEA,S20,Republican
J. Adams,HB114,YEA,S36,Republican
J. Turner,HB114,YEA,S29,Democratic
D. Carroll,HB114,YEA,S2,Republican
S. Humphries,HB114,YEA,S1,Republican
D. Ridley,HB114,YEA,S4,Democratic
R. Webb,HB114,YEA,S18,Democratic
J. Carroll,HB114,YEA,S7,Democratic
R. Jones II,HB114,YEA,S31,Democratic
A. Robinson,HB114,YEA,S21,Republican
S. West,HB114,YEA,S27,Republican
C. Embry Jr.,HB114,YEA,S6,Republican
A. Kerr,HB114,YEA,S12,Republican
J. Schickel,HB114,YEA,S11,Republican
W. Westerfield,HB114,YEA,S3,Republican
R. Girdler,HB114,YEA,S15,Republican
C. McDaniel,HB114,YEA,S23,Republican
W. Schroder,HB114,YEA,S24,Republican
M. Wilson,HB114,YEA,S32,Republican
D. Givens,HB114,YEA,S9,Republican
M. McGarvey,HB114,YEA,S19,Democratic
B. Smith,HB114,YEA,S30,Republican
M. Wise,HB114,YEA,S16,Republican
P. Clark,HB114,NV,S37,Democratic
D. Seum,HB114,NV,S38,Republican
R. Alvarado,HB116,YEA,S28,Republican
D. Harper Angel,HB116,YEA,S35,Democratic
G. Neal,HB116,YEA,S33,Democratic
R. Stivers II,HB116,YEA,S25,Republican
J. Bowen,HB116,YEA,S8,Republican
E. Harris,HB116,YEA,S26,Republican
D. Parrett,HB116,YEA,S10,Democratic
D. Thayer,HB116,YEA,S17,Republican
T. Buford,HB116,YEA,S22,Republican
J. Higdon,HB116,YEA,S14,Republican
J. Adams,HB116,YEA,S36,Republican
R. Thomas,HB116,YEA,S13,Democratic
J. Carpenter,HB116,YEA,S34,Republican
P. Hornback,HB116,YEA,S20,Republican
D. Ridley,HB116,YEA,S4,Democratic
J. Turner,HB116,YEA,S29,Democratic
D. Carroll,HB116,YEA,S2,Republican
S. Humphries,HB116,YEA,S1,Republican
A. Robinson,HB116,YEA,S21,Republican
R. Webb,HB116,YEA,S18,Democratic
J. Carroll,HB116,YEA,S7,Democratic
R. Jones II,HB116,YEA,S31,Democratic
J. Schickel,HB116,YEA,S11,Republican
S. West,HB116,YEA,S27,Republican
P. Clark,HB116,YEA,S37,Democratic
A. Kerr,HB116,YEA,S12,Republican
W. Schroder,HB116,YEA,S24,Republican
W. Westerfield,HB116,YEA,S3,Republican
C. Embry Jr.,HB116,YEA,S6,Republican
C. McDaniel,HB116,YEA,S23,Republican
D. Seum,HB116,YEA,S38,Republican
M. Wilson,HB116,YEA,S32,Republican
R. Girdler,HB116,YEA,S15,Republican
M. McGarvey,HB116,YEA,S19,Democratic
B. Smith,HB116,YEA,S30,Republican
M. Wise,HB116,YEA,S16,Republican
D. Givens,HB116,YEA,S9,Republican
S. Meredith,HB116,YEA,S5,Republican
R. Alvarado,HB120,YEA,S28,Republican
D. Harper Angel,HB120,YEA,S35,Democratic
G. Neal,HB120,YEA,S33,Democratic
R. Stivers II,HB120,YEA,S25,Republican
J. Bowen,HB120,YEA,S8,Republican
E. Harris,HB120,YEA,S26,Republican
D. Parrett,HB120,YEA,S10,Democratic
D. Thayer,HB120,YEA,S17,Republican
T. Buford,HB120,YEA,S22,Republican
J. Higdon,HB120,YEA,S14,Republican
J. Adams,HB120,YEA,S36,Republican
R. Thomas,HB120,YEA,S13,Democratic
J. Carpenter,HB120,YEA,S34,Republican
P. Hornback,HB120,YEA,S20,Republican
D. Ridley,HB120,YEA,S4,Democratic
J. Turner,HB120,YEA,S29,Democratic
D. Carroll,HB120,YEA,S2,Republican
S. Humphries,HB120,YEA,S1,Republican
A. Robinson,HB120,YEA,S21,Republican
R. Webb,HB120,YEA,S18,Democratic
J. Carroll,HB120,YEA,S7,Democratic
R. Jones II,HB120,YEA,S31,Democratic
J. Schickel,HB120,YEA,S11,Republican
S. West,HB120,YEA,S27,Republican
P. Clark,HB120,YEA,S37,Democratic
A. Kerr,HB120,YEA,S12,Republican
W. Schroder,HB120,YEA,S24,Republican
W. Westerfield,HB120,YEA,S3,Republican
C. Embry Jr.,HB120,YEA,S6,Republican
C. McDaniel,HB120,YEA,S23,Republican
D. Seum,HB120,YEA,S38,Republican
M. Wilson,HB120,YEA,S32,Republican
R. Girdler,HB120,YEA,S15,Republican
M. McGarvey,HB120,YEA,S19,Democratic
B. Smith,HB120,YEA,S30,Republican
M. Wise,HB120,YEA,S16,Republican
D. Givens,HB120,YEA,S9,Republican
S. Meredith,HB120,YEA,S5,Republican
R. Alvarado,HB122,YEA,S28,Republican
D. Harper Angel,HB122,YEA,S35,Democratic
G. Neal,HB122,YEA,S33,Democratic
R. Stivers II,HB122,YEA,S25,Republican
J. Bowen,HB122,YEA,S8,Republican
E. Harris,HB122,YEA,S26,Republican
D. Parrett,HB122,YEA,S10,Democratic
D. Thayer,HB122,YEA,S17,Republican
T. Buford,HB122,YEA,S22,Republican
J. Higdon,HB122,YEA,S14,Republican
J. Adams,HB122,YEA,S36,Republican
R. Thomas,HB122,YEA,S13,Democratic
J. Carpenter,HB122,YEA,S34,Republican
P. Hornback,HB122,YEA,S20,Republican
D. Ridley,HB122,YEA,S4,Democratic
J. Turner,HB122,YEA,S29,Democratic
D. Carroll,HB122,YEA,S2,Republican
S. Humphries,HB122,YEA,S1,Republican
A. Robinson,HB122,YEA,S21,Republican
R. Webb,HB122,YEA,S18,Democratic
J. Carroll,HB122,YEA,S7,Democratic
R. Jones II,HB122,YEA,S31,Democratic
J. Schickel,HB122,YEA,S11,Republican
S. West,HB122,YEA,S27,Republican
P. Clark,HB122,YEA,S37,Democratic
A. Kerr,HB122,YEA,S12,Republican
W. Schroder,HB122,YEA,S24,Republican
W. Westerfield,HB122,YEA,S3,Republican
C. Embry Jr.,HB122,YEA,S6,Republican
M. McGarvey,HB122,YEA,S19,Democratic
D. Seum,HB122,YEA,S38,Republican
M. Wilson,HB122,YEA,S32,Republican
R. Girdler,HB122,YEA,S15,Republican
S. Meredith,HB122,YEA,S5,Republican
B. Smith,HB122,YEA,S30,Republican
M. Wise,HB122,YEA,S16,Republican
D. Givens,HB122,YEA,S9,Republican
C. McDaniel,HB122,NV,S23,Republican
R. Alvarado,HB124,YEA,S28,Republican
D. Harper Angel,HB124,YEA,S35,Democratic
G. Neal,HB124,YEA,S33,Democratic
R. Stivers II,HB124,YEA,S25,Republican
J. Bowen,HB124,YEA,S8,Republican
E. Harris,HB124,YEA,S26,Republican
D. Parrett,HB124,YEA,S10,Democratic
D. Thayer,HB124,YEA,S17,Republican
T. Buford,HB124,YEA,S22,Republican
J. Higdon,HB124,YEA,S14,Republican
J. Adams,HB124,YEA,S36,Republican
R. Thomas,HB124,YEA,S13,Democratic
J. Carpenter,HB124,YEA,S34,Republican
P. Hornback,HB124,YEA,S20,Republican
D. Ridley,HB124,YEA,S4,Democratic
J. Turner,HB124,YEA,S29,Democratic
D. Carroll,HB124,YEA,S2,Republican
S. Humphries,HB124,YEA,S1,Republican
A. Robinson,HB124,YEA,S21,Republican
R. Webb,HB124,YEA,S18,Democratic
J. Carroll,HB124,YEA,S7,Democratic
R. Jones II,HB124,YEA,S31,Democratic
J. Schickel,HB124,YEA,S11,Republican
S. West,HB124,YEA,S27,Republican
C. Embry Jr.,HB124,YEA,S6,Republican
C. McDaniel,HB124,YEA,S23,Republican
W. Schroder,HB124,YEA,S24,Republican
W. Westerfield,HB124,YEA,S3,Republican
R. Girdler,HB124,YEA,S15,Republican
M. McGarvey,HB124,YEA,S19,Democratic
D. Seum,HB124,YEA,S38,Republican
M. Wilson,HB124,YEA,S32,Republican
D. Givens,HB124,YEA,S9,Republican
S. Meredith,HB124,YEA,S5,Republican
B. Smith,HB124,YEA,S30,Republican
M. Wise,HB124,YEA,S16,Republican
P. Clark,HB124,NV,S37,Democratic
A. Kerr,HB124,NV,S12,Republican
R. Alvarado,HB128,YEA,S28,Republican
D. Harper Angel,HB128,YEA,S35,Democratic
G. Neal,HB128,YEA,S33,Democratic
R. Stivers II,HB128,YEA,S25,Republican
J. Bowen,HB128,YEA,S8,Republican
E. Harris,HB128,YEA,S26,Republican
D. Parrett,HB128,YEA,S10,Democratic
D. Thayer,HB128,YEA,S17,Republican
T. Buford,HB128,YEA,S22,Republican
J. Higdon,HB128,YEA,S14,Republican
J. Adams,HB128,YEA,S36,Republican
R. Thomas,HB128,YEA,S13,Democratic
J. Carpenter,HB128,YEA,S34,Republican
P. Hornback,HB128,YEA,S20,Republican
D. Ridley,HB128,YEA,S4,Democratic
J. Turner,HB128,YEA,S29,Democratic
D. Carroll,HB128,YEA,S2,Republican
S. Humphries,HB128,YEA,S1,Republican
A. Robinson,HB128,YEA,S21,Republican
R. Webb,HB128,YEA,S18,Democratic
J. Carroll,HB128,YEA,S7,Democratic
R. Jones II,HB128,YEA,S31,Democratic
J. Schickel,HB128,YEA,S11,Republican
S. West,HB128,YEA,S27,Republican
P. Clark,HB128,YEA,S37,Democratic
A. Kerr,HB128,YEA,S12,Republican
W. Schroder,HB128,YEA,S24,Republican
W. Westerfield,HB128,YEA,S3,Republican
C. Embry Jr.,HB128,YEA,S6,Republican
M. McGarvey,HB128,YEA,S19,Democratic
D. Seum,HB128,YEA,S38,Republican
M. Wilson,HB128,YEA,S32,Republican
R. Girdler,HB128,YEA,S15,Republican
S. Meredith,HB128,YEA,S5,Republican
B. Smith,HB128,YEA,S30,Republican
M. Wise,HB128,YEA,S16,Republican
D. Givens,HB128,YEA,S9,Republican
C. McDaniel,HB128,NV,S23,Republican
R. Alvarado,HB130,YEA,S28,Republican
D. Harper Angel,HB130,YEA,S35,Democratic
G. Neal,HB130,YEA,S33,Democratic
R. Stivers II,HB130,YEA,S25,Republican
J. Bowen,HB130,YEA,S8,Republican
E. Harris,HB130,YEA,S26,Republican
D. Parrett,HB130,YEA,S10,Democratic
D. Thayer,HB130,YEA,S17,Republican
T. Buford,HB130,YEA,S22,Republican
J. Higdon,HB130,YEA,S14,Republican
J. Adams,HB130,YEA,S36,Republican
R. Thomas,HB130,YEA,S13,Democratic
J. Carpenter,HB130,YEA,S34,Republican
P. Hornback,HB130,YEA,S20,Republican
D. Ridley,HB130,YEA,S4,Democratic
J. Turner,HB130,YEA,S29,Democratic
D. Carroll,HB130,YEA,S2,Republican
S. Humphries,HB130,YEA,S1,Republican
A. Robinson,HB130,YEA,S21,Republican
R. Webb,HB130,YEA,S18,Democratic
J. Carroll,HB130,YEA,S7,Democratic
R. Jones II,HB130,YEA,S31,Democratic
J. Schickel,HB130,YEA,S11,Republican
S. West,HB130,YEA,S27,Republican
P. Clark,HB130,YEA,S37,Democratic
A. Kerr,HB130,YEA,S12,Republican
W. Schroder,HB130,YEA,S24,Republican
W. Westerfield,HB130,YEA,S3,Republican
C. Embry Jr.,HB130,YEA,S6,Republican
C. McDaniel,HB130,YEA,S23,Republican
D. Seum,HB130,YEA,S38,Republican
M. Wilson,HB130,YEA,S32,Republican
R. Girdler,HB130,YEA,S15,Republican
M. McGarvey,HB130,YEA,S19,Democratic
B. Smith,HB130,YEA,S30,Republican
M. Wise,HB130,YEA,S16,Republican
D. Givens,HB130,YEA,S9,Republican
S. Meredith,HB130,YEA,S5,Republican
R. Alvarado,HB132,YEA,S28,Republican
