Initial.Name,bill,vote,District,Party
J. Carpenter,SB48,YEA,S34,Republican
J. Higdon,SB48,YEA,S14,Republican
J. Adams,SB48,YEA,S36,Republican
R. Webb,SB48,YEA,S18,Democratic
D. Carroll,SB48,YEA,S2,Republican
P. Hornback,SB48,YEA,S20,Republican
D. Ridley,SB48,YEA,S4,Democratic
S. West,SB48,YEA,S27,Republican
J. Carroll,SB48,YEA,S7,Democratic
S. Humphries,SB48,YEA,S1,Republican
W. Schroder,SB48,YEA,S24,Republican
W. Westerfield,SB48,YEA,S3,Republican
P. Clark,SB48,YEA,S37,Democratic
R. Jones II,SB48,YEA,S31,Democratic
B. Smith,SB48,YEA,S30,Republican
M. Wilson,SB48,YEA,S32,Republican
C. Embry Jr.,SB48,YEA,S6,Republican
A. Kerr,SB48,YEA,S12,Republican
R. Stivers II,SB48,YEA,S25,Republican
M. Wise,SB48,YEA,S16,Republican
R. Girdler,SB48,YEA,S15,Republican
M. McGarvey,SB48,YEA,S19,Democratic
A. Robinson,SB48,NAY,S21,Republican
J. Schickel,SB48,NAY,S11,Republican
D. Seum,SB48,NAY,S38,Republican
C. McDaniel,SB48,NV,S23,Republican
R. Alvarado,SB56,YEA,S28,Republican
D. Harper Angel,SB56,YEA,S35,Democratic
G. Neal,SB56,YEA,S33,Democratic
R. Stivers II,SB56,YEA,S25,Republican
J. Bowen,SB56,YEA,S8,Republican
E. Harris,SB56,YEA,S26,Republican
D. Parrett,SB56,YEA,S10,Democratic
D. Thayer,SB56,YEA,S17,Republican
T. Buford,SB56,YEA,S22,Republican
J. Higdon,SB56,YEA,S14,Republican
J. Adams,SB56,YEA,S36,Republican
R. Thomas,SB56,YEA,S13,Democratic
J. Carpenter,SB56,YEA,S34,Republican
P. Hornback,SB56,YEA,S20,Republican
A. Robinson,SB56,YEA,S21,Republican
J. Turner,SB56,YEA,S29,Democratic
D. Carroll,SB56,YEA,S2,Republican
S. Humphries,SB56,YEA,S1,Republican
J. Schickel,SB56,YEA,S11,Republican
S. West,SB56,YEA,S27,Republican
J. Carroll,SB56,YEA,S7,Democratic
R. Jones II,SB56,YEA,S31,Democratic
W. Schroder,SB56,YEA,S24,Republican
W. Westerfield,SB56,YEA,S3,Republican
C. Embry Jr.,SB56,YEA,S6,Republican
C. McDaniel,SB56,YEA,S23,Republican
D. Seum,SB56,YEA,S38,Republican
M. Wilson,SB56,YEA,S32,Republican
R. Girdler,SB56,YEA,S15,Republican
M. McGarvey,SB56,YEA,S19,Democratic
B. Smith,SB56,YEA,S30,Republican
M. Wise,SB56,YEA,S16,Republican
D. Givens,SB56,YEA,S9,Republican
S. Meredith,SB56,YEA,S5,Republican
P. Clark,SB56,NAY,S37,Democratic
A. Kerr,SB56,NV,S12,Republican
R. Webb,SB56,NV,S18,Democratic
D. Ridley,SB56,NV,S4,Democratic
R. Alvarado,SB57,YEA,S28,Republican
E. Harris,SB57,YEA,S26,Republican
G. Neal,SB57,YEA,S33,Democratic
R. Stivers II,SB57,YEA,S25,Republican
J. Bowen,SB57,YEA,S8,Republican
J. Higdon,SB57,YEA,S14,Republican
D. Parrett,SB57,YEA,S10,Democratic
D. Thayer,SB57,YEA,S17,Republican
T. Buford,SB57,YEA,S22,Republican
P. Hornback,SB57,YEA,S20,Republican
J. Adams,SB57,YEA,S36,Republican
R. Thomas,SB57,YEA,S13,Democratic
J. Carpenter,SB57,YEA,S34,Republican
S. Humphries,SB57,YEA,S1,Republican
D. Ridley,SB57,YEA,S4,Democratic
J. Turner,SB57,YEA,S29,Democratic
D. Carroll,SB57,YEA,S2,Republican
R. Jones II,SB57,YEA,S31,Democratic
A. Robinson,SB57,YEA,S21,Republican
R. Webb,SB57,YEA,S18,Democratic
J. Carroll,SB57,YEA,S7,Democratic
A. Kerr,SB57,YEA,S12,Republican
J. Schickel,SB57,YEA,S11,Republican
S. West,SB57,YEA,S27,Republican
C. Embry Jr.,SB57,YEA,S6,Republican
C. McDaniel,SB57,YEA,S23,Republican
W. Schroder,SB57,YEA,S24,Republican
W. Westerfield,SB57,YEA,S3,Republican
R. Girdler,SB57,YEA,S15,Republican
M. McGarvey,SB57,YEA,S19,Democratic
D. Seum,SB57,YEA,S38,Republican
M. Wilson,SB57,YEA,S32,Republican
D. Givens,SB57,YEA,S9,Republican
S. Meredith,SB57,YEA,S5,Republican
B. Smith,SB57,YEA,S30,Republican
M. Wise,SB57,YEA,S16,Republican
D. Harper Angel,SB57,YEA,S35,Democratic
P. Clark,SB57,NV,S37,Democratic
R. Alvarado,SB61,YEA,S28,Republican
D. Harper Angel,SB61,YEA,S35,Democratic
G. Neal,SB61,YEA,S33,Democratic
R. Stivers II,SB61,YEA,S25,Republican
J. Bowen,SB61,YEA,S8,Republican
E. Harris,SB61,YEA,S26,Republican
D. Parrett,SB61,YEA,S10,Democratic
D. Thayer,SB61,YEA,S17,Republican
T. Buford,SB61,YEA,S22,Republican
J. Higdon,SB61,YEA,S14,Republican
J. Adams,SB61,YEA,S36,Republican
R. Thomas,SB61,YEA,S13,Democratic
J. Carpenter,SB61,YEA,S34,Republican
P. Hornback,SB61,YEA,S20,Republican
D. Ridley,SB61,YEA,S4,Democratic
J. Turner,SB61,YEA,S29,Democratic
D. Carroll,SB61,YEA,S2,Republican
S. Humphries,SB61,YEA,S1,Republican
A. Robinson,SB61,YEA,S21,Republican
R. Webb,SB61,YEA,S18,Democratic
J. Carroll,SB61,YEA,S7,Democratic
R. Jones II,SB61,YEA,S31,Democratic
J. Schickel,SB61,YEA,S11,Republican
S. West,SB61,YEA,S27,Republican
P. Clark,SB61,YEA,S37,Democratic
A. Kerr,SB61,YEA,S12,Republican
W. Schroder,SB61,YEA,S24,Republican
W. Westerfield,SB61,YEA,S3,Republican
C. Embry Jr.,SB61,YEA,S6,Republican
C. McDaniel,SB61,YEA,S23,Republican
D. Seum,SB61,YEA,S38,Republican
M. Wilson,SB61,YEA,S32,Republican
R. Girdler,SB61,YEA,S15,Republican
M. McGarvey,SB61,YEA,S19,Democratic
B. Smith,SB61,YEA,S30,Republican
M. Wise,SB61,YEA,S16,Republican
D. Givens,SB61,YEA,S9,Republican
S. Meredith,SB61,YEA,S5,Republican
R. Alvarado,SB68,YEA,S28,Republican
D. Harper Angel,SB68,YEA,S35,Democratic
S. Meredith,SB68,YEA,S5,Republican
B. Smith,SB68,YEA,S30,Republican
J. Bowen,SB68,YEA,S8,Republican
E. Harris,SB68,YEA,S26,Republican
G. Neal,SB68,YEA,S33,Democratic
D. Thayer,SB68,YEA,S17,Republican
T. Buford,SB68,YEA,S22,Republican
J. Higdon,SB68,YEA,S14,Republican
D. Parrett,SB68,YEA,S10,Democratic
R. Thomas,SB68,YEA,S13,Democratic
J. Carpenter,SB68,YEA,S34,Republican
P. Hornback,SB68,YEA,S20,Republican
J. Adams,SB68,YEA,S36,Republican
J. Turner,SB68,YEA,S29,Democratic
D. Carroll,SB68,YEA,S2,Republican
S. Humphries,SB68,YEA,S1,Republican
D. Ridley,SB68,YEA,S4,Democratic
R. Webb,SB68,YEA,S18,Democratic
J. Carroll,SB68,YEA,S7,Democratic
R. Jones II,SB68,YEA,S31,Democratic
A. Robinson,SB68,YEA,S21,Republican
S. West,SB68,YEA,S27,Republican
P. Clark,SB68,YEA,S37,Democratic
A. Kerr,SB68,YEA,S12,Republican
J. Schickel,SB68,YEA,S11,Republican
W. Westerfield,SB68,YEA,S3,Republican
C. Embry Jr.,SB68,YEA,S6,Republican
C. McDaniel,SB68,YEA,S23,Republican
W. Schroder,SB68,YEA,S24,Republican
M. Wilson,SB68,YEA,S32,Republican
R. Girdler,SB68,YEA,S15,Republican
M. McGarvey,SB68,YEA,S19,Democratic
D. Seum,SB68,YEA,S38,Republican
M. Wise,SB68,YEA,S16,Republican
D. Givens,SB68,YEA,S9,Republican
R. Stivers II,SB68,NV,S25,Republican
R. Alvarado,SB70,YEA,S28,Republican
D. Harper Angel,SB70,YEA,S35,Democratic
D. Parrett,SB70,YEA,S10,Democratic
R. Stivers II,SB70,YEA,S25,Republican
J. Bowen,SB70,YEA,S8,Republican
E. Harris,SB70,YEA,S26,Republican
J. Adams,SB70,YEA,S36,Republican
D. Thayer,SB70,YEA,S17,Republican
T. Buford,SB70,YEA,S22,Republican
J. Higdon,SB70,YEA,S14,Republican
D. Ridley,SB70,YEA,S4,Democratic
R. Thomas,SB70,YEA,S13,Democratic
D. Carroll,SB70,YEA,S2,Republican
P. Hornback,SB70,YEA,S20,Republican
A. Robinson,SB70,YEA,S21,Republican
J. Turner,SB70,YEA,S29,Democratic
J. Carroll,SB70,YEA,S7,Democratic
S. Humphries,SB70,YEA,S1,Republican
J. Schickel,SB70,YEA,S11,Republican
R. Webb,SB70,YEA,S18,Democratic
P. Clark,SB70,YEA,S37,Democratic
R. Jones II,SB70,YEA,S31,Democratic
W. Schroder,SB70,YEA,S24,Republican
S. West,SB70,YEA,S27,Republican
C. Embry Jr.,SB70,YEA,S6,Republican
C. McDaniel,SB70,YEA,S23,Republican
D. Seum,SB70,YEA,S38,Republican
W. Westerfield,SB70,YEA,S3,Republican
R. Girdler,SB70,YEA,S15,Republican
S. Meredith,SB70,YEA,S5,Republican
B. Smith,SB70,YEA,S30,Republican
M. Wilson,SB70,YEA,S32,Republican
D. Givens,SB70,YEA,S9,Republican
G. Neal,SB70,YEA,S33,Democratic
J. Carpenter,SB70,NV,S34,Republican
M. Wise,SB70,NV,S16,Republican
M. McGarvey,SB70,NV,S19,Democratic
A. Kerr,SB70,NV,S12,Republican
R. Alvarado,SB71,YEA,S28,Republican
D. Givens,SB71,YEA,S9,Republican
M. McGarvey,SB71,YEA,S19,Democratic
R. Stivers II,SB71,YEA,S25,Republican
J. Bowen,SB71,YEA,S8,Republican
D. Harper Angel,SB71,YEA,S35,Democratic
S. Meredith,SB71,YEA,S5,Republican
D. Thayer,SB71,YEA,S17,Republican
T. Buford,SB71,YEA,S22,Republican
E. Harris,SB71,YEA,S26,Republican
G. Neal,SB71,YEA,S33,Democratic
R. Thomas,SB71,YEA,S13,Democratic
J. Carpenter,SB71,YEA,S34,Republican
J. Higdon,SB71,YEA,S14,Republican
D. Parrett,SB71,YEA,S10,Democratic
J. Turner,SB71,YEA,S29,Democratic
D. Carroll,SB71,YEA,S2,Republican
P. Hornback,SB71,YEA,S20,Republican
D. Ridley,SB71,YEA,S4,Democratic
R. Webb,SB71,YEA,S18,Democratic
J. Carroll,SB71,YEA,S7,Democratic
S. Humphries,SB71,YEA,S1,Republican
A. Robinson,SB71,YEA,S21,Republican
S. West,SB71,YEA,S27,Republican
P. Clark,SB71,YEA,S37,Democratic
R. Jones II,SB71,YEA,S31,Democratic
W. Schroder,SB71,YEA,S24,Republican
W. Westerfield,SB71,YEA,S3,Republican
C. Embry Jr.,SB71,YEA,S6,Republican
A. Kerr,SB71,YEA,S12,Republican
D. Seum,SB71,YEA,S38,Republican
M. Wilson,SB71,YEA,S32,Republican
R. Girdler,SB71,YEA,S15,Republican
C. McDaniel,SB71,YEA,S23,Republican
B. Smith,SB71,YEA,S30,Republican
M. Wise,SB71,YEA,S16,Republican
J. Schickel,SB71,NAY,S11,Republican
J. Adams,SB71,NV,S36,Republican
R. Alvarado,SB72,YEA,S28,Republican
D. Givens,SB72,YEA,S9,Republican
S. Meredith,SB72,YEA,S5,Republican
R. Stivers II,SB72,YEA,S25,Republican
J. Bowen,SB72,YEA,S8,Republican
D. Harper Angel,SB72,YEA,S35,Democratic
G. Neal,SB72,YEA,S33,Democratic
D. Thayer,SB72,YEA,S17,Republican
T. Buford,SB72,YEA,S22,Republican
J. Higdon,SB72,YEA,S14,Republican
D. Parrett,SB72,YEA,S10,Democratic
R. Thomas,SB72,YEA,S13,Democratic
J. Carpenter,SB72,YEA,S34,Republican
P. Hornback,SB72,YEA,S20,Republican
J. Adams,SB72,YEA,S36,Republican
J. Turner,SB72,YEA,S29,Democratic
D. Carroll,SB72,YEA,S2,Republican
S. Humphries,SB72,YEA,S1,Republican
D. Ridley,SB72,YEA,S4,Democratic
S. West,SB72,YEA,S27,Republican
J. Carroll,SB72,YEA,S7,Democratic
R. Jones II,SB72,YEA,S31,Democratic
A. Robinson,SB72,YEA,S21,Republican
W. Westerfield,SB72,YEA,S3,Republican
P. Clark,SB72,YEA,S37,Democratic
A. Kerr,SB72,YEA,S12,Republican
W. Schroder,SB72,YEA,S24,Republican
M. Wilson,SB72,YEA,S32,Republican
C. Embry Jr.,SB72,YEA,S6,Republican
C. McDaniel,SB72,YEA,S23,Republican
D. Seum,SB72,YEA,S38,Republican
M. Wise,SB72,YEA,S16,Republican
R. Girdler,SB72,YEA,S15,Republican
M. McGarvey,SB72,YEA,S19,Democratic
B. Smith,SB72,YEA,S30,Republican
E. Harris,SB72,NAY,S26,Republican
J. Schickel,SB72,NAY,S11,Republican
R. Webb,SB72,NAY,S18,Democratic
R. Alvarado,SB73,YEA,S28,Republican
E. Harris,SB73,YEA,S26,Republican
G. Neal,SB73,YEA,S33,Democratic
R. Stivers II,SB73,YEA,S25,Republican
J. Bowen,SB73,YEA,S8,Republican
J. Higdon,SB73,YEA,S14,Republican
D. Parrett,SB73,YEA,S10,Democratic
D. Thayer,SB73,YEA,S17,Republican
T. Buford,SB73,YEA,S22,Republican
P. Hornback,SB73,YEA,S20,Republican
J. Adams,SB73,YEA,S36,Republican
R. Thomas,SB73,YEA,S13,Democratic
J. Carpenter,SB73,YEA,S34,Republican
S. Humphries,SB73,YEA,S1,Republican
D. Ridley,SB73,YEA,S4,Democratic
J. Turner,SB73,YEA,S29,Democratic
D. Carroll,SB73,YEA,S2,Republican
R. Jones II,SB73,YEA,S31,Democratic
A. Robinson,SB73,YEA,S21,Republican
R. Webb,SB73,YEA,S18,Democratic
J. Carroll,SB73,YEA,S7,Democratic
A. Kerr,SB73,YEA,S12,Republican
J. Schickel,SB73,YEA,S11,Republican
S. West,SB73,YEA,S27,Republican
P. Clark,SB73,YEA,S37,Democratic
C. McDaniel,SB73,YEA,S23,Republican
W. Schroder,SB73,YEA,S24,Republican
W. Westerfield,SB73,YEA,S3,Republican
C. Embry Jr.,SB73,YEA,S6,Republican
M. McGarvey,SB73,YEA,S19,Democratic
D. Seum,SB73,YEA,S38,Republican
M. Wilson,SB73,YEA,S32,Republican
D. Givens,SB73,YEA,S9,Republican
S. Meredith,SB73,YEA,S5,Republican
B. Smith,SB73,YEA,S30,Republican
M. Wise,SB73,YEA,S16,Republican
D. Harper Angel,SB73,YEA,S35,Democratic
R. Girdler,SB73,NV,S15,Republican
R. Alvarado,SB78,YEA,S28,Republican
S. Humphries,SB78,YEA,S1,Republican
A. Robinson,SB78,YEA,S21,Republican
D. Thayer,SB78,YEA,S17,Republican
T. Buford,SB78,YEA,S22,Republican
A. Kerr,SB78,YEA,S12,Republican
J. Schickel,SB78,YEA,S11,Republican
S. West,SB78,YEA,S27,Republican
J. Carpenter,SB78,YEA,S34,Republican
C. McDaniel,SB78,YEA,S23,Republican
W. Schroder,SB78,YEA,S24,Republican
W. Westerfield,SB78,YEA,S3,Republican
D. Carroll,SB78,YEA,S2,Republican
S. Meredith,SB78,YEA,S5,Republican
D. Seum,SB78,YEA,S38,Republican
M. Wilson,SB78,YEA,S32,Republican
D. Givens,SB78,YEA,S9,Republican
J. Adams,SB78,YEA,S36,Republican
R. Stivers II,SB78,YEA,S25,Republican
M. Wise,SB78,YEA,S16,Republican
J. Higdon,SB78,YEA,S14,Republican
J. Carroll,SB78,NAY,S7,Democratic
R. Jones II,SB78,NAY,S31,Democratic
D. Parrett,SB78,NAY,S10,Democratic
R. Thomas,SB78,NAY,S13,Democratic
P. Clark,SB78,NAY,S37,Democratic
M. McGarvey,SB78,NAY,S19,Democratic
D. Ridley,SB78,NAY,S4,Democratic
J. Turner,SB78,NAY,S29,Democratic
C. Embry Jr.,SB78,NAY,S6,Republican
G. Neal,SB78,NAY,S33,Democratic
B. Smith,SB78,NAY,S30,Republican
R. Webb,SB78,NAY,S18,Democratic
D. Harper Angel,SB78,NAY,S35,Democratic
J. Bowen,SB78,NV,S8,Republican
P. Hornback,SB78,NV,S20,Republican
E. Harris,SB78,NV,S26,Republican
R. Girdler,SB78,NV,S15,Republican
R. Alvarado,SB85,YEA,S28,Republican
D. Givens,SB85,YEA,S9,Republican
M. McGarvey,SB85,YEA,S19,Democratic
R. Stivers II,SB85,YEA,S25,Republican
J. Bowen,SB85,YEA,S8,Republican
D. Harper Angel,SB85,YEA,S35,Democratic
S. Meredith,SB85,YEA,S5,Republican
D. Thayer,SB85,YEA,S17,Republican
T. Buford,SB85,YEA,S22,Republican
E. Harris,SB85,YEA,S26,Republican
G. Neal,SB85,YEA,S33,Democratic
R. Thomas,SB85,YEA,S13,Democratic
J. Carpenter,SB85,YEA,S34,Republican
J. Higdon,SB85,YEA,S14,Republican
D. Parrett,SB85,YEA,S10,Democratic
J. Turner,SB85,YEA,S29,Democratic
D. Carroll,SB85,YEA,S2,Republican
P. Hornback,SB85,YEA,S20,Republican
J. Adams,SB85,YEA,S36,Republican
R. Webb,SB85,YEA,S18,Democratic
J. Carroll,SB85,YEA,S7,Democratic
S. Humphries,SB85,YEA,S1,Republican
D. Ridley,SB85,YEA,S4,Democratic
S. West,SB85,YEA,S27,Republican
P. Clark,SB85,YEA,S37,Democratic
R. Jones II,SB85,YEA,S31,Democratic
A. Robinson,SB85,YEA,S21,Republican
W. Westerfield,SB85,YEA,S3,Republican
C. Embry Jr.,SB85,YEA,S6,Republican
A. Kerr,SB85,YEA,S12,Republican
J. Schickel,SB85,YEA,S11,Republican
M. Wilson,SB85,YEA,S32,Republican
R. Girdler,SB85,YEA,S15,Republican
C. McDaniel,SB85,YEA,S23,Republican
W. Schroder,SB85,YEA,S24,Republican
M. Wise,SB85,YEA,S16,Republican
D. Seum,SB85,NV,S38,Republican
B. Smith,SB85,NV,S30,Republican
R. Alvarado,SB86,YEA,S28,Republican
D. Harper Angel,SB86,YEA,S35,Democratic
G. Neal,SB86,YEA,S33,Democratic
R. Stivers II,SB86,YEA,S25,Republican
J. Bowen,SB86,YEA,S8,Republican
E. Harris,SB86,YEA,S26,Republican
D. Parrett,SB86,YEA,S10,Democratic
D. Thayer,SB86,YEA,S17,Republican
T. Buford,SB86,YEA,S22,Republican
J. Higdon,SB86,YEA,S14,Republican
J. Adams,SB86,YEA,S36,Republican
R. Thomas,SB86,YEA,S13,Democratic
J. Carpenter,SB86,YEA,S34,Republican
P. Hornback,SB86,YEA,S20,Republican
D. Ridley,SB86,YEA,S4,Democratic
J. Turner,SB86,YEA,S29,Democratic
D. Carroll,SB86,YEA,S2,Republican
S. Humphries,SB86,YEA,S1,Republican
A. Robinson,SB86,YEA,S21,Republican
R. Webb,SB86,YEA,S18,Democratic
J. Carroll,SB86,YEA,S7,Democratic
R. Jones II,SB86,YEA,S31,Democratic
J. Schickel,SB86,YEA,S11,Republican
S. West,SB86,YEA,S27,Republican
P. Clark,SB86,YEA,S37,Democratic
A. Kerr,SB86,YEA,S12,Republican
W. Schroder,SB86,YEA,S24,Republican
W. Westerfield,SB86,YEA,S3,Republican
C. Embry Jr.,SB86,YEA,S6,Republican
C. McDaniel,SB86,YEA,S23,Republican
D. Seum,SB86,YEA,S38,Republican
M. Wilson,SB86,YEA,S32,Republican
R. Girdler,SB86,YEA,S15,Republican
M. McGarvey,SB86,YEA,S19,Democratic
B. Smith,SB86,YEA,S30,Republican
M. Wise,SB86,YEA,S16,Republican
D. Givens,SB86,YEA,S9,Republican
S. Meredith,SB86,YEA,S5,Republican
R. Alvarado,SB88,YEA,S28,Republican
D. Harper Angel,SB88,YEA,S35,Democratic
S. Meredith,SB88,YEA,S5,Republican
R. Stivers II,SB88,YEA,S25,Republican
J. Bowen,SB88,YEA,S8,Republican
E. Harris,SB88,YEA,S26,Republican
G. Neal,SB88,YEA,S33,Democratic
D. Thayer,SB88,YEA,S17,Republican
T. Buford,SB88,YEA,S22,Republican
J. Higdon,SB88,YEA,S14,Republican
D. Parrett,SB88,YEA,S10,Democratic
R. Thomas,SB88,YEA,S13,Democratic
J. Carpenter,SB88,YEA,S34,Republican
P. Hornback,SB88,YEA,S20,Republican
J. Adams,SB88,YEA,S36,Republican
J. Turner,SB88,YEA,S29,Democratic
D. Carroll,SB88,YEA,S2,Republican
S. Humphries,SB88,YEA,S1,Republican
D. Ridley,SB88,YEA,S4,Democratic
R. Webb,SB88,YEA,S18,Democratic
P. Clark,SB88,YEA,S37,Democratic
R. Jones II,SB88,YEA,S31,Democratic
A. Robinson,SB88,YEA,S21,Republican
S. West,SB88,YEA,S27,Republican
C. Embry Jr.,SB88,YEA,S6,Republican
A. Kerr,SB88,YEA,S12,Republican
J. Schickel,SB88,YEA,S11,Republican
W. Westerfield,SB88,YEA,S3,Republican
R. Girdler,SB88,YEA,S15,Republican
C. McDaniel,SB88,YEA,S23,Republican
W. Schroder,SB88,YEA,S24,Republican
M. Wilson,SB88,YEA,S32,Republican
D. Givens,SB88,YEA,S9,Republican
M. McGarvey,SB88,YEA,S19,Democratic
D. Seum,SB88,YEA,S38,Republican
M. Wise,SB88,YEA,S16,Republican
J. Carroll,SB88,NV,S7,Democratic
B. Smith,SB88,NV,S30,Republican
R. Alvarado,SB90,YEA,S28,Republican
D. Givens,SB90,YEA,S9,Republican
S. Meredith,SB90,YEA,S5,Republican
B. Smith,SB90,YEA,S30,Republican
J. Bowen,SB90,YEA,S8,Republican
D. Harper Angel,SB90,YEA,S35,Democratic
G. Neal,SB90,YEA,S33,Democratic
R. Stivers II,SB90,YEA,S25,Republican
T. Buford,SB90,YEA,S22,Republican
E. Harris,SB90,YEA,S26,Republican
D. Parrett,SB90,YEA,S10,Democratic
D. Thayer,SB90,YEA,S17,Republican
J. Carpenter,SB90,YEA,S34,Republican
J. Higdon,SB90,YEA,S14,Republican
J. Adams,SB90,YEA,S36,Republican
J. Turner,SB90,YEA,S29,Democratic
D. Carroll,SB90,YEA,S2,Republican
P. Hornback,SB90,YEA,S20,Republican
D. Ridley,SB90,YEA,S4,Democratic
R. Webb,SB90,YEA,S18,Democratic
J. Carroll,SB90,YEA,S7,Democratic
S. Humphries,SB90,YEA,S1,Republican
A. Robinson,SB90,YEA,S21,Republican
S. West,SB90,YEA,S27,Republican
P. Clark,SB90,YEA,S37,Democratic
A. Kerr,SB90,YEA,S12,Republican
J. Schickel,SB90,YEA,S11,Republican
W. Westerfield,SB90,YEA,S3,Republican
C. Embry Jr.,SB90,YEA,S6,Republican
C. McDaniel,SB90,YEA,S23,Republican
W. Schroder,SB90,YEA,S24,Republican
M. Wilson,SB90,YEA,S32,Republican
R. Girdler,SB90,YEA,S15,Republican
M. McGarvey,SB90,YEA,S19,Democratic
D. Seum,SB90,YEA,S38,Republican
M. Wise,SB90,YEA,S16,Republican
R. Jones II,SB90,NV,S31,Democratic
R. Thomas,SB90,NV,S13,Democratic
R. Alvarado,SB91,YEA,S28,Republican
D. Harper Angel,SB91,YEA,S35,Democratic
S. Meredith,SB91,YEA,S5,Republican
R. Stivers II,SB91,YEA,S25,Republican
J. Bowen,SB91,YEA,S8,Republican
E. Harris,SB91,YEA,S26,Republican
G. Neal,SB91,YEA,S33,Democratic
D. Thayer,SB91,YEA,S17,Republican
T. Buford,SB91,YEA,S22,Republican
J. Higdon,SB91,YEA,S14,Republican
D. Parrett,SB91,YEA,S10,Democratic
R. Thomas,SB91,YEA,S13,Democratic
J. Carpenter,SB91,YEA,S34,Republican
P. Hornback,SB91,YEA,S20,Republican
J. Adams,SB91,YEA,S36,Republican
J. Turner,SB91,YEA,S29,Democratic
D. Carroll,SB91,YEA,S2,Republican
S. Humphries,SB91,YEA,S1,Republican
D. Ridley,SB91,YEA,S4,Democratic
R. Webb,SB91,YEA,S18,Democratic
J. Carroll,SB91,YEA,S7,Democratic
R. Jones II,SB91,YEA,S31,Democratic
A. Robinson,SB91,YEA,S21,Republican
S. West,SB91,YEA,S27,Republican
P. Clark,SB91,YEA,S37,Democratic
A. Kerr,SB91,YEA,S12,Republican
J. Schickel,SB91,YEA,S11,Republican
W. Westerfield,SB91,YEA,S3,Republican
C. Embry Jr.,SB91,YEA,S6,Republican
C. McDaniel,SB91,YEA,S23,Republican
W. Schroder,SB91,YEA,S24,Republican
M. Wilson,SB91,YEA,S32,Republican
R. Girdler,SB91,YEA,S15,Republican
M. McGarvey,SB91,YEA,S19,Democratic
D. Seum,SB91,YEA,S38,Republican
M. Wise,SB91,YEA,S16,Republican
D. Givens,SB91,YEA,S9,Republican
B. Smith,SB91,NV,S30,Republican
R. Alvarado,SB95,YEA,S28,Republican
D. Harper Angel,SB95,YEA,S35,Democratic
S. Meredith,SB95,YEA,S5,Republican
R. Stivers II,SB95,YEA,S25,Republican
J. Bowen,SB95,YEA,S8,Republican
E. Harris,SB95,YEA,S26,Republican
G. Neal,SB95,YEA,S33,Democratic
R. Thomas,SB95,YEA,S13,Democratic
T. Buford,SB95,YEA,S22,Republican
J. Higdon,SB95,YEA,S14,Republican
D. Parrett,SB95,YEA,S10,Democratic
J. Turner,SB95,YEA,S29,Democratic
J. Carpenter,SB95,YEA,S34,Republican
P. Hornback,SB95,YEA,S20,Republican
J. Adams,SB95,YEA,S36,Republican
R. Webb,SB95,YEA,S18,Democratic
D. Carroll,SB95,YEA,S2,Republican
S. Humphries,SB95,YEA,S1,Republican
D. Ridley,SB95,YEA,S4,Democratic
S. West,SB95,YEA,S27,Republican
J. Carroll,SB95,YEA,S7,Democratic
R. Jones II,SB95,YEA,S31,Democratic
A. Robinson,SB95,YEA,S21,Republican
W. Westerfield,SB95,YEA,S3,Republican
P. Clark,SB95,YEA,S37,Democratic
A. Kerr,SB95,YEA,S12,Republican
D. Seum,SB95,YEA,S38,Republican
M. Wilson,SB95,YEA,S32,Republican
C. Embry Jr.,SB95,YEA,S6,Republican
C. McDaniel,SB95,YEA,S23,Republican
B. Smith,SB95,YEA,S30,Republican
M. Wise,SB95,YEA,S16,Republican
D. Givens,SB95,YEA,S9,Republican
M. McGarvey,SB95,YEA,S19,Democratic
J. Schickel,SB95,NAY,S11,Republican
W. Schroder,SB95,NAY,S24,Republican
D. Thayer,SB95,NAY,S17,Republican
R. Girdler,SB95,NV,S15,Republican
R. Alvarado,SB96,YEA,S28,Republican
D. Harper Angel,SB96,YEA,S35,Democratic
S. Meredith,SB96,YEA,S5,Republican
B. Smith,SB96,YEA,S30,Republican
J. Bowen,SB96,YEA,S8,Republican
E. Harris,SB96,YEA,S26,Republican
G. Neal,SB96,YEA,S33,Democratic
R. Stivers II,SB96,YEA,S25,Republican
T. Buford,SB96,YEA,S22,Republican
J. Higdon,SB96,YEA,S14,Republican
D. Parrett,SB96,YEA,S10,Democratic
D. Thayer,SB96,YEA,S17,Republican
J. Carpenter,SB96,YEA,S34,Republican
P. Hornback,SB96,YEA,S20,Republican
J. Adams,SB96,YEA,S36,Republican
R. Thomas,SB96,YEA,S13,Democratic
D. Carroll,SB96,YEA,S2,Republican
S. Humphries,SB96,YEA,S1,Republican
D. Ridley,SB96,YEA,S4,Democratic
J. Turner,SB96,YEA,S29,Democratic
J. Carroll,SB96,YEA,S7,Democratic
R. Jones II,SB96,YEA,S31,Democratic
A. Robinson,SB96,YEA,S21,Republican
R. Webb,SB96,YEA,S18,Democratic
C. Embry Jr.,SB96,YEA,S6,Republican
A. Kerr,SB96,YEA,S12,Republican
J. Schickel,SB96,YEA,S11,Republican
S. West,SB96,YEA,S27,Republican
R. Girdler,SB96,YEA,S15,Republican
C. McDaniel,SB96,YEA,S23,Republican
W. Schroder,SB96,YEA,S24,Republican
M. Wilson,SB96,YEA,S32,Republican
D. Givens,SB96,YEA,S9,Republican
M. McGarvey,SB96,YEA,S19,Democratic
